image_path,rating,data_set
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-105040/ses-24mo/anat/sub-105040_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-105040/ses-9mo/anat/sub-105040_ses-9mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-105040/ses-9mo/anat/sub-105040_ses-9mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-19mo/anat/sub-107842_ses-19mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-19mo/anat/sub-107842_ses-19mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-25mo/anat/sub-107842_ses-25mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-25mo/anat/sub-107842_ses-25mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-37mo/anat/sub-107842_ses-37mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-43mo/anat/sub-107842_ses-43mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-107842/ses-43mo/anat/sub-107842_ses-43mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-115072/ses-12mo/anat/sub-115072_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-115072/ses-12mo/anat/sub-115072_ses-12mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-12mo/anat/sub-116056_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-12mo/anat/sub-116056_ses-12mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-24mo/anat/sub-116056_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-24mo/anat/sub-116056_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-6mo/anat/sub-116056_ses-6mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-9mo/anat/sub-116056_ses-9mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116056/ses-9mo/anat/sub-116056_ses-9mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-12mo/anat/sub-116845_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-12mo/anat/sub-116845_ses-12mo_space-MNIinfant_T2w_withInitFlag.nii.gz,4,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-24mo/anat/sub-116845_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-3mo/anat/sub-116845_ses-3mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-3mo/anat/sub-116845_ses-3mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-6mo/anat/sub-116845_ses-6mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-6mo/anat/sub-116845_ses-6mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-9mo/anat/sub-116845_ses-9mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-116845/ses-9mo/anat/sub-116845_ses-9mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-124529/ses-19mo/anat/sub-124529_ses-19mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-124529/ses-19mo/anat/sub-124529_ses-19mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-124529/ses-25mo/anat/sub-124529_ses-25mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-124529/ses-25mo/anat/sub-124529_ses-25mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-10mo/anat/sub-125632_ses-10mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-10mo/anat/sub-125632_ses-10mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-24mo/anat/sub-125632_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-24mo/anat/sub-125632_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-4mo/anat/sub-125632_ses-4mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-4mo/anat/sub-125632_ses-4mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-7mo/anat/sub-125632_ses-7mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-125632/ses-7mo/anat/sub-125632_ses-7mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-138813/ses-4mo/anat/sub-138813_ses-4mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-147207/ses-12mo/anat/sub-147207_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-11mo/anat/sub-176427_ses-11mo_space-MNIinfant_T1w_withInitFlag.nii.gz,1,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-11mo/anat/sub-176427_ses-11mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-14mo/anat/sub-176427_ses-14mo_space-MNIinfant_T1w_withInitFlag.nii.gz,1,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-14mo/anat/sub-176427_ses-14mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-24mo/anat/sub-176427_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-24mo/anat/sub-176427_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-5mo/anat/sub-176427_ses-5mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176427/ses-5mo/anat/sub-176427_ses-5mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176851/ses-20mo/anat/sub-176851_ses-20mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176851/ses-20mo/anat/sub-176851_ses-20mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176851/ses-26mo/anat/sub-176851_ses-26mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-176851/ses-44mo/anat/sub-176851_ses-44mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-185373/ses-26mo/anat/sub-185373_ses-26mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-185373/ses-26mo/anat/sub-185373_ses-26mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-11mo/anat/sub-198202_ses-11mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-11mo/anat/sub-198202_ses-11mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-14mo/anat/sub-198202_ses-14mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-14mo/anat/sub-198202_ses-14mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-24mo/anat/sub-198202_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-24mo/anat/sub-198202_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-5mo/anat/sub-198202_ses-5mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-5mo/anat/sub-198202_ses-5mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-8mo/anat/sub-198202_ses-8mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198202/ses-8mo/anat/sub-198202_ses-8mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-10mo/anat/sub-198549_ses-10mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-10mo/anat/sub-198549_ses-10mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-13mo/anat/sub-198549_ses-13mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-13mo/anat/sub-198549_ses-13mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-1mo/anat/sub-198549_ses-1mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-1mo/anat/sub-198549_ses-1mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-4mo/anat/sub-198549_ses-4mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-198549/ses-4mo/anat/sub-198549_ses-4mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-12mo/anat/sub-199865_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-12mo/anat/sub-199865_ses-12mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-15mo/anat/sub-199865_ses-15mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-15mo/anat/sub-199865_ses-15mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-9mo/anat/sub-199865_ses-9mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-199865/ses-9mo/anat/sub-199865_ses-9mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-200919/ses-3mo/anat/sub-200919_ses-3mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-10mo/anat/sub-204659_ses-10mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-10mo/anat/sub-204659_ses-10mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-13mo/anat/sub-204659_ses-13mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-13mo/anat/sub-204659_ses-13mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-16mo/anat/sub-204659_ses-16mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-16mo/anat/sub-204659_ses-16mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-22mo/anat/sub-204659_ses-22mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-204659/ses-22mo/anat/sub-204659_ses-22mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-206192/ses-3mo/anat/sub-206192_ses-3mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-206192/ses-3mo/anat/sub-206192_ses-3mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-210587/ses-34mo/anat/sub-210587_ses-34mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-210587/ses-34mo/anat/sub-210587_ses-34mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-222881/ses-14mo/anat/sub-222881_ses-14mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-222881/ses-24mo/anat/sub-222881_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,1,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-222881/ses-5mo/anat/sub-222881_ses-5mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-222881/ses-5mo/anat/sub-222881_ses-5mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-222881/ses-8mo/anat/sub-222881_ses-8mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-24mo/anat/sub-223008_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,1,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-24mo/anat/sub-223008_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,1,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-4mo/anat/sub-223008_ses-4mo_space-MNIinfant_T1w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-4mo/anat/sub-223008_ses-4mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-7mo/anat/sub-223008_ses-7mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-223008/ses-7mo/anat/sub-223008_ses-7mo_space-MNIinfant_T2w_withInitFlag.nii.gz,3,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-24mo/anat/sub-229768_ses-24mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-24mo/anat/sub-229768_ses-24mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-5mo/anat/sub-229768_ses-5mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-5mo/anat/sub-229768_ses-5mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-8mo/anat/sub-229768_ses-8mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-229768/ses-8mo/anat/sub-229768_ses-8mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-231205/ses-12mo/anat/sub-231205_ses-12mo_space-MNIinfant_T1w_withInitFlag.nii.gz,2,BCP
/home/faird/shared/projects/motion-QC-generalization/data/BCP/derivatives/AndyBlog_resize_approach_with_init_flag/sub-231205/ses-12mo/anat/sub-231205_ses-12mo_space-MNIinfant_T2w_withInitFlag.nii.gz,2,BCP
